No,English,Japanese,Chapter
2197,leak,漏らす、漏れる、ひび、割れ、漏れ,11
2198,lean,やせた、傾く、上体を曲げる,11
2199,leap,跳ぶ、(心が）おどる、（考えが）ひらめく,11
2200,learned,学問のある、博学な,11
2201,least,最小（少）（の）、最も～でない,12
2202,leather,革製の（なめし）革、革製品,12
2203,leave,残す、置き忘れる、放っておく、出発する、許可、休暇,12
2204,lecture,講義、講演、講義する,12
2205,legacy,遺産、遺物,12
2206,legal,法律の、合法の,12
2207,legend,伝説、言い伝え、（図表の）凡例,12
2208,legislate,法律を制定する,12
2209,legislation,法律、立法,12
2210,legitimate,合法的な、妥当な,12
2211,legitimately,正当に、合法的に,12
2212,leisure,暇、余暇,12
2213,lend,貸す、与える,12
2214,length,（物や時間の）長さ,12
2215,lengthy,長い、長たらしい,12
2216,less,より少なく[い],12
2217,lessen,～を少なくする,12
2218,lesser,より劣った、重要でない,12
2219,lesson,教訓、レッスン、授業,12
2220,lest,～しないように,12
2221,let,～が…するのを許す、～を…の状態にする,12
2222,lethal,死を引き起こす、死に至る(to),12
2223,letter,文字、手紙、(～s)文字、学識,12
2224,level,水準、程度、高さ,12
2225,liable,～しやすい、～しがちな、法的責任のある,12
2226,liberal,自由主義の、寛大な、一般教養の,12
2227,liberty,（拘束などのない）自由,12
2228,librarian,司書、図書館員,12
2229,license,認可する、免許（証）,12
2230,lick,なめる、ひとなめ、少量,12
2231,lid,(箱・鍋などの)蓋、まぶた,12
2232,lie,横たわっている、ある、嘘をつく、嘘,12
2233,life,生命、一生、人生、生物、元気、活気,12
2234,lifelong,生涯を通じての、一生の,12
2235,lifestyle,ライフスタイル、生活様式,12
2236,lifetime,一生,12
2237,lift,持ち上げる、高揚させる、上がる（こと）、乗せること,12
2238,lightning,稲妻,12
2239,likelihood,見込み、ありそうなこと,12
2240,likely,～しそうな、ありそうな、本当らしい,12
2241,likeness,似ていること,12
2242,likewise,同様に,12
2243,limb,手足、四肢,12
2244,limit,制限する、制限、限界,12
2245,limitation,制限,12
2246,line,職業、方針、短い手紙、線、列、（文の）行,12
2247,linger,居残りする、立ち去りかねている、まとわりつく,12
2248,linguistic,言語学の、言葉の,12
2249,link,関連、つながり、交通手段、リンク,12
2250,linkage,関連、連鎖,12
2251,lip,唇,12
2252,liquid,液体（の）,12
2253,list,リスト（一覧表）、をリスト（一覧表）にする,12
2254,literacy,読み書きの能力、（ある分野の）知識能力,12
2255,literal,文字どおりの、逐語的な、散文的な,12
2256,literally,文字通り,12
2257,literary,文学の、文語の,12
2258,literate,読み書きのできる、教養のある、文学に通じた,12
2259,literature,文学、文献、印刷物,12
2260,litter,ごみ、乱雑な状態,12
2261,live,生きている、（演奏などが）生の、活気のある,12
2262,lively,生き生きとした,12
2263,liver,肝臓、レバー,12
2264,load,(荷など)を積む、積み荷、負担、多量,12
2265,loan,借金、ローン、を貸し付ける,12
2266,lobby,圧力団体、（ホテルなどの）ロビー、ロビー活動をする,12
2267,local,"地域の, 地元の、地元の人",12
2268,locate,見つける、〔受身形で〕位置する,12
2269,location,場所、位置,12
2270,lock,錠（をかける）,12
2271,locomotive,機関車,12
2272,log,丸太、記録する,12
2273,logic,論理（学）、必然性,12
2274,logical,論理的な、筋が通った、論理学（上）の,12
2275,lonely,孤独の、寂しい,12
2276,long,熱望する、思い焦がれる,12
2277,longevity,長寿、寿命、長年勤続,12
2278,longitude,経度,12
2279,loose,ゆるい、解き放たれた、節度のない,12
2280,lord,貴族、（L-）～卿、君主,12
2281,lose,失う、負ける、（体重など）を減らす,12
2282,loss,紛失、損害、死、敗北,12
2283,lot,くじ、運命、区画、ひと山、たくさんのこと,12
2284,lottery,宝くじ、くじ引き、運、めぐりあわせ,12
2285,lovely,すてきな、美しい,12
2286,low,低い、少ない、低く、少なく,12
2287,lower,下げる、下部の、下級の,12
2288,loyal,忠実な、誠実な,12
2289,loyalty,忠誠,12
2290,luck,（幸）運,12
2291,luggage,手荷物、旅行カバン,12
2292,lumber,材木,12
2293,lump,こぶ、はれ、固まり,12
2294,lung,肺,12
2295,lure,誘惑する、(釣りの)疑似餌、魅力,12
2296,luxurious,豪華な、ぜいたくな,12
2297,luxury,ぜいたく（品）、豪華な,12
2298,machinery,機械(装置),12
2299,mad,怒っている、熱中して、ばかげた,12
2300,magnetic,磁気の、磁石の、人を引きつける,12
2301,magnificent,壮大な、素晴らしい、荘厳な、華やかな,12
2302,magnify,拡大する、強める、誇張する,12
2303,mainly,主として,12
2304,mainstream,（活動・思潮などの）主流、大勢,12
2305,maintain,維持する、主張する、扶養する、整備する,12
2306,major,重大な、主要な、大部分の、専攻する,12
2307,majority,大部分、多数派,12
2308,make,作る、～を…の状態にする、～に…させる,12
2309,makeup,化粧、化粧品、構成、性質,12
2310,male,男性（の）、雄（の）,12
2311,malice,悪意、敵意,12
2312,malicious,悪意ある、意地の悪い,12
2313,mall,ショッピングセンター,12
2314,mammal,哺乳動物、哺乳類,12
2315,manage,経営する、管理する、何とかやり遂げる,12
2316,management,経営(者)、取り扱い,12
2317,mandatory,義務的な、強制的な、(統治を)委任された,12
2318,manifest,明らかにする、表す、明らかな、はっきりした,12
2319,manifestation,現れ、表明、明示,12
2320,manipulate,巧みに扱う、うまく処理する、操作する,12
2321,mankind,（集合的に）人類,12
2322,manner,態度、方法、やり方行儀、作法、風習,12
2323,manual,手動の、手の、人力を要する,12
2324,manufacture,製造する、でっち上げる,12
2325,manufacturer,製造業者（メーカー）,12
2326,manuscript,（手書きの）原稿、写本,12
2327,margin,余白、縁、差、利ざや,12
2328,marine,海の、海に住む、海軍の、海兵隊,12
2329,mark,印、標的、記号、点数、印をつける、示す、特徴づける,12
2330,marked,著しい、顕著な,12
2331,marketing,マーケティング,12
2332,marriage,結婚,12
2333,married,結婚している,12
2334,marry,～と結婚する,12
2335,marvel,驚く、驚くべき人、偉業,12
2336,marvelous,驚くべき、不思議な、素晴らしい,12
2337,masculine,男性的な、力強い、男性、男性形（の語）,12
2338,mask,隠す、仮面,12
2339,mass,かたまり、多数［量］、一般大衆、庶民,12
2340,massive,極めて大きい,12
2341,master,主人、名人、習得する,12
2342,masterpiece,傑作、代表作、名人芸,12
2343,match,調和する、匹敵する、試合、匹敵するもの,12
2344,mate,仲間、つれあい（＝妻・夫）、（動物が）つがう,12
2345,material,資料、原料、物質、物質の、肉体（上）の,12
2346,maternal,母の、母親らしい、妊婦の,12
2347,maternity,母性,12
2348,mathematics,数学,12
2349,matter,事柄、問題、事態、困難、物質,12
2350,mature,成熟した、熟した,12
2351,maxim,格言、原理,12
2352,maximum,最大限,12
2353,mayor,市長、（自治体の）長,12
2354,maze,迷路、複雑に込み入ったもの,12
2355,meadow,牧草地、草地,12
2356,meager,やせた、貧弱な、無味乾燥な,12
2357,meal,食事,12
2358,mean,意味する、つもりで言う、重要な意味を持つ,12
2359,meaning,意味、意図,12
2360,meaningful,意味のある,12
2361,meaningless,無意味な、無益な,12
2362,means,（単・複数扱い）手段、方法、財産、収入,12
2363,meanwhile,一方、その間,12
2364,measure,測る、見積もる、示す、測定、手段、対策,12
2365,mechanic,機械工,12
2366,mechanical,機械的な、機械の、メカニズム,12
2367,mechanism,仕組み,12
2368,media,メディア、媒体,12
2369,mediate,調停する、仲介する、中間の,12
2370,medical,医学の、医療の,12
2371,medication,医薬、薬物医療,12
2372,medicine,医薬、医学,12
2373,medieval,中世の、時代遅れの,12
2374,meditate,じっくり考える、瞑想する、企てる,12
2375,meditation,（通例the）瞑想、熟考（on）,12
2376,Mediterranean,地中海の,12
2377,medium,中間、媒体、手段、（複数形mediaで）報道機関,12
2378,meet,～を満たす、～にかなう、交差する,12
2379,melancholy,憂鬱な、もの悲しい、憂鬱、哀愁,12
2380,melt,溶ける、和らぐを溶かす,12
2381,membership,会員であること、会員権、会員、構成員,12
2382,memory,記憶（力）、思い出,12
2383,menace,脅威を与える、脅迫する,12
2384,mend,修理する、改める,12
2385,mental,心の、知的な、知能の、頭の中で考える,12
2386,mention,述べる、言及する、言及、軽く話題に触れること,12
2387,merchandise,商品、グッズ、販売を促進する、取引する,12
2388,merchant,商人、商業の,12
2389,merciful,慈悲深い、情け深い,12
2390,mercury,水銀、水星,12
2391,mercy,慈悲、幸運,12
2392,mere,単なる、ほんの,12
2393,merely,単に,12
2394,merge,合併する、溶け込ませる、合併する,12
2395,merit,利点、功績、真価,12
2396,merry,陽気な,12
2397,mess,混乱、取り散らかした状態、散らかす,12
2398,Metabolism,代謝、代謝作用,12
2399,metaphor,隠喩、象徴,12
2400,metaphorical,隠喩的な、隠喩の、比喩的な,12
2401,metaphysical,形而上学的な、きわめて抽象的な,13
2402,method,方法、筋道、体系、秩序,13
2403,metropolis,首都、大都市,13
2404,metropolitan,大都市の、首都圏の,13
2405,Mexico,メキシコ,13
2406,microbe,微生物、細菌,13
2407,microwave,マイクロ波、電子レンジ（にかける）,13
2408,middle,中央（の）、中間（の）,13
2409,midst,まっただ中,13
2410,mighty,強大な、広大な、並外れた,13
2411,migrant,移住する,13
2412,migrate,移住する、（鳥などが）渡る,13
2413,migration,移住、移動,13
2414,mild,穏やかな、まろやかな、（程度などが）軽い,13
2415,mile,マイル（約1.609ｋｍ）,13
2416,military,軍隊（軍人）の、軍隊,13
2417,mill,製造工場、製粉所、粉ひき機,13
2418,millennium,千年(祭),13
2419,millionaire,百万長者、大富豪,13
2420,mimic/mimik,まねる、よく似ている、模倣の、擬態の、,13
2421,mind,精神、頭脳、注意（力）、嫌がる,13
2422,mine,鉱山、（知識などの）宝庫,13
2423,mineral,鉱物、ミネラル、鉱物を含んだ、鉱物の,13
2424,mingle,混ぜる、混ぜ合わせる,13
2425,miniature,小模型、ミニチュア,13
2426,minimum,最小限度,13
2427,minister,大臣、職者,13
2428,ministry,省庁,13
2429,minor,小さな、重要でない,13
2430,minute,非常に小さい、ささいな、詳細な,13
2431,miracle,奇跡,13
2432,mirror,鏡,13
2433,mischief,いたずら、害、いたずらっ子,13
2434,mischievous,いたずらな、有害な,13
2435,misconception,誤解、誤った考え,13
2436,misdeed,悪行、非行、犯罪,13
2437,miserable,惨めな,13
2438,misery,悲惨さ、苦痛、苦難、惨めさ、不幸,13
2439,misfortune,不幸、不運,13
2440,mislead,誤解させる、欺く、間違った方向に導く,13
2441,misleading,人の判断を誤らせる、まぎらわしい,13
2442,miss,しそこなう、間に合わない、外す、～がないのを寂しく思う,13
2443,missing,行方不明の、欠落した、欠けている,13
2444,mission,（特別）任務、使節（団）,13
2445,mistake,間違える、誤り,13
2446,mistakenly,間違って,13
2447,misunderstand,誤解する,13
2448,misunderstanding,誤解、不和,13
2449,mixture,混合、組み合わせ,13
2450,mo(u)ld,型に入れて造る、作る,13
2451,moan,うめき声を出す、不平を言う、嘆く、うめき声、不満,13
2452,mob,群衆、野次馬、集団、（受け身で）取り囲まれる,13
2453,mobile,動きやすい、移動式の、流動的な,13
2454,mock,ばかにする、のまねをしてからかう,13
2455,mode,方式、気分、形態、流行,13
2456,model,模型、手本、モデル,13
2457,moderate,普通の、穏やかな、抑える、穏やかになる,13
2458,modern,現代の、近代の,13
2459,modernization,近代化、現代化,13
2460,modest,謙虚な、控えめな、質素な、まあまあの,13
2461,modify,修正する,13
2462,moist,しっとりした、湿った,13
2463,moisture,水分、湿気,13
2464,mold,型に入れて作る、形成する,13
2465,molecule,分子、微粒子,13
2466,moment,(特定の)時、瞬間,13
2467,momentary,瞬間的な、つかの間の,13
2468,momentum,力、勢い、運動量,13
2469,monarch,君主、皇帝,13
2470,monarchy,君主制、君主国,13
2471,monetary,金銭的な、金融の,13
2472,monitor,（監視）モニター、を監視する,13
2473,monk,修道士、僧,13
2474,monologue,独白,13
2475,monopoly,独占、専売（権）、独占企業、専売会社,13
2476,monotonous,単調な、一本調子の、退屈な,13
2477,monument,記念碑、遺跡、不滅の業績,13
2478,monumental,きわめて重要な、歴史的な、記念碑の,13
2479,mood,気分、雰囲気,13
2480,moral,道徳規範、道徳的な,13
2481,moreover,さらに,13
2482,mortal,致命的な、死すべき（運命の）,13
2483,mortality,死亡,13
2484,mortgage,住宅ローン、抵当（権）,13
2485,mosquito,蚊,13
2486,mostly,主に、たいていは,13
2487,moth,ガ,13
2488,motion,動き、動作、運動、動議,13
2489,motivate,（人）に動機を与える,13
2490,motive,動機、原動力となる,13
2491,motor,モーター、原動力,13
2492,mount,載せる、はめ込む、またがる、乗る,13
2493,mourn,悲しみ嘆く,13
2494,move,動かす、感動させる,13
2495,movement,運動（団体）、動き、移動,13
2496,mud,泥,13
2497,muddy,泥の、濁った,13
2498,multicultural,多文化〔民族〕からなる,13
2499,multiple,多様な、倍数の、倍数,13
2500,multiply,数を掛ける、増やす,13
2501,multitude,多数,13
2502,mumble,つぶやく,13
2503,mummy,ミイラ、お母さん,13
2504,municipal,地方自治体の、市町（営）の,13
2505,murder,～を殺害する、殺人,13
2506,murmur,かすかな音、つぶやき、ざわめく、ささやく,13
2507,muscle,筋肉、筋力、腕力、体力,13
2508,museum,博物館、美術館,13
2509,Muslim,イスラム教徒、イスラム教の,13
2510,mutation,突然変異（体）、変化,13
2511,mutter,つぶやき、不平、つぶやく、不平を言う,13
2512,mutual,共通の、相互の,13
2513,mystery,不思議、神秘,13
2514,myth,作り話、神話、誤った考え,13
2515,mythology,神話、神話学、（比喩的に）俗説、迷信,13
2516,nail,釘、びょう、爪、釘で留める、捕まえる,13
2517,naive,騙されやすい、単純な、純真な、無邪気な,13
2518,naked,裸の、あからさまな、無防備の,13
2519,namely,すなわち、つまり,13
2520,nap,うたた寝する、（特に日中の）うたた寝,13
2521,narrate,物語る、述べる,13
2522,narrative,物語、話、（小説の）叙述部分、地の文,13
2523,narrow,(幅・心・範囲が)狭い、辛うじての,13
2524,nasty,不快な、いやな、意地悪な、卑劣な,13
2525,nation,国家、国民,13
2526,nationalism,国家主義,13
2527,nationality,国籍、国民、国民性,13
2528,native,母国の、その土地に生まれた、原産の、原住民,13
2529,nature,性質、（物事の）本質、自然（界）,13
2530,naughty,いたずらな、わんぱくな、邪悪な,13
2531,navigate,航行する、操縦する、誘導する、うまく切り抜ける,13
2532,navigation,航海,13
2533,navy,海軍,13
2534,nearby,近くの、近くで,13
2535,nearly,ほとんど、すんでのところで,13
2536,neat,きちんとした、手際のよい、すばらしい,13
2537,necessarily,[否定文で]必ずしも（…ない）、必ず,13
2538,necessary,必要な,13
2539,nectar,(花の)蜜,13
2540,needle,針、とがったもの,13
2541,negative,否定的な、消極的な、負の、否定、(写真の)ネガ,13
2542,neglect,軽視、怠慢、軽視する、放っておく、怠る,13
2543,negotiate,交渉する、を交渉して取り決める,13
2544,neighbor,近所の人、隣人、隣国（の人）、仲間,13
2545,neighborhood,地域、近所,13
2546,neither,どちらも…ない、Ｓもまた…ない,13
2547,nephew,甥,13
2548,nerve,神経、神経過敏、～する度胸,13
2549,nervous,神経の、神経質な、臆病な、あがった、緊張した,13
2550,nest,（鳥・昆虫などの）巣,13
2551,net,正味の、掛け値なしの,13
2552,network,網状のもの、放送網、ネットワーク,13
2553,neuron,神経単位（ニューロン）,13
2554,neutral,中立の、はっきりしない,13
2555,nevertheless,それにもかかわらず,13
2556,nightmare,悪夢、悪夢のような経験〔事態〕,13
2557,noble,気高い、貴族の、貴族,13
2558,nobody,誰も…ない、無名の人,13
2559,nod,うなずく、会釈する、いねむりする,13
2560,nondiscriminatory,差別的でない,13
2561,none,どれも（誰も）…ない,13
2562,nonetheless,それにもかかわらず、それでもなお,13
2563,nonsense,ばかげた物［話、考え］、無意味な言葉,13
2564,nor,Ｓもまた…ない,13
2565,norm,規範、標準,13
2566,normal,標準の、正常な、標準,13
2567,north,北（部）（の）,13
2568,notable,注目に値する、著名な,13
2569,note,注意する、気づく、メモ、紙幣、注釈、音符、(声の)調子,13
2570,notice,気づく、通知する、言及する,13
2571,notify,知らせる、通知する,13
2572,notion,概念、考え、意見、気まぐれな考え,13
2573,notorious,悪名高い,13
2574,notwithstanding,それにもかかわらず,13
2575,noun,名詞、名詞的な,13
2576,nourish,に栄養を与える、を育てる,13
2577,novel,小説、斬新な,13
2578,novelty,目新しさ,13
2579,nowadays,近ごろは,13
2580,nowhere,どこにも…ない、実在しない場所,13
2581,nuclear,核の、原子力の、中心の、核兵器,13
2582,nuisance,迷惑な行為や人,13
2583,numb,麻痺させる、無感覚になった、麻痺した,13
2584,numerous,非常に数の多い,13
2585,nun,修道女、尼僧,13
2586,nursery,託児所、保育園、子供部屋、園芸店、養殖場,13
2587,nursing,保育、看護,13
2588,nurture,～を養育する、～を育てる、～を教育する,13
2589,nutrient,栄養になる、滋養に富む、栄養物、栄養素,13
2590,nutrition,栄養（物・摂取）,13
2591,obese,肥満した,13
2592,obesity,（病的）肥満,13
2593,obey,(命令・指示など)に従う,13
2594,object,反対する、（…）と言って反対する（that節）,13
2595,objectionable,不快な、反対すべき,13
2596,objective,目的、目標、客観的な,13
2597,obligation,義務、恩義,13
2598,obligatory,しなければならない、義務である,13
2599,oblige,～に…させる、～に親切にする、～に恩恵を与える,13
2600,obscure,あいまいな、不明瞭な、無名の、人目に付かない,13
2601,observe,観察する、を守る、（祝祭日など）を祝う、～と言う,14
2602,obsess,取りつく、（必要以上に）気にする,14
2603,obsessed,とりつかれている,14
2604,obsession,（考えなどに）取りつかれること、妄想、強迫観念,14
2605,obsolete,廃れた、使われなくなった、古くなった,14
2606,obstacle,障害（物）,14
2607,obstinate,頑固な、しつこい,14
2608,obstruct,妨害する、ふさぐ、さえぎる,14
2609,obstructive,"妨害する(to, of)",14
2610,obtain,入手する,14
2611,obvious,明らかな、見てすぐわかる、分かり切った,14
2612,obviously,明らかに、当然ながら,14
2613,occasion,場合、時、出来事、機会、行事、（～する）根拠,14
2614,occasionally,時々,14
2615,occupation,職業、占領,14
2616,occupy,占める、～に（賃借で）住む,14
2617,occur,起こる、（考えなどが）（突然）浮かぶ,14
2618,ocean,（通例the）大洋,14
2619,odd,変わった、片方の、奇数の、端数の、少しの,14
2620,odds,(優劣などの)差、勝ち目、可能性,14
2621,odor,におい、気配,14
2622,offend,の気分を害する、罪を犯す,14
2623,offending,怒らせる,14
2624,offensive,不快な、無礼な、攻撃的な,14
2625,offer,提供する、申し出る、差し出す,14
2626,office,地位、職場、事務所、研究室,14
2627,official,公の、公式の、公務（上）の、お役所風の,14
2628,offset,相殺する、埋め合わせする、埋め合わせ,14
2629,offspring,（単複両扱い）(人などの)子(孫),14
2630,old-fashioned,時代（流行）遅れの,14
2631,omit,除外する、省略する、うっかり忘れる,14
2632,ongoing,継続している、進行中の,14
2633,online,オンラインの（で）,14
2634,onset,発症,14
2635,onto,の上へ,14
2636,operate,操作する、動く、作用する、手術する,14
2637,operation,運転、操作、作業、活動、手術、軍事行動,14
2638,opinion,意見,14
2639,opponent,相手、敵、対抗者、反対者,14
2640,opportunity,機会,14
2641,oppose,～に反対する、～を（…に）対立させる,14
2642,oppress,抑圧［迫害］する、悩ませる,14
2643,oppression,圧迫、圧制、圧迫感,14
2644,oppressive,重苦しい、過酷な、圧倒的な、暑苦しい,14
2645,opt,(他よりも～の方を)選択する、決める,14
2646,optimism,楽観主義,14
2647,optimistic,楽観的な,14
2648,option,選択肢、選択（権の自由）,14
2649,oral,口頭での、口（内）の,14
2650,orbit,軌道、（活動・勢力などの）範囲,14
2651,ordeal,苦労、試練,14
2652,order,命令、注文、順番、秩序、を命令する、を注文する,14
2653,ordinary,普通の、正規の、ありふれた、平凡な,14
2654,organ,（体の）器官、（政府などの）機関、組織、オルガン,14
2655,organism,有機体、生物、組織体,14
2656,organization,組織（化）、団体,14
2657,organize,組織する、体系づける、準備する、整える,14
2658,orient,〔受身形で〕～に向いている、～に慣らす,14
2659,oriented,志向の,14
2660,origin,起源、由来、発端、生まれ、血統,14
2661,originally,元来は、初めは,14
2662,ornament,（室内・庭園の）装飾品、置物、を飾る,14
2663,orphan,孤児,14
2664,otherwise,さもなければ、その他の点で、違ったふうに、別のやり方で,14
2665,ought,～すべきである,14
2666,outbreak,（悪いことの）突発、発生、暴動、反乱,14
2667,outcome,結果、成果,14
2668,outdated,時代遅れの、古くて役に立たない、期限切れの,14
2669,outer,外側の、中心から離れている,14
2670,outfit,衣服、用具一式、装備を用意する,14
2671,outgoing,社交的な、積極的な、引退する,14
2672,outlet,直売店、特売店、はけ口、（電気の）コンセント,14
2673,outline,概略、輪郭、要点を言う、輪郭をつける,14
2674,outlook,態度、考え方、見通し、見込み,14
2675,outnumber,に数でまさる,14
2676,output,生産高、（コンピューターなどの）出力,14
2677,outrage,暴力、激怒,14
2678,outraged,憤慨している,14
2679,outrageously,ひどく、法外に,14
2680,outstanding,際立った、未払いの、未解決の,14
2681,outweigh,より重要である、に勝る、より重い,14
2682,overall,全体の、全面（全般）的な、全体として,14
2683,overcome,打ち勝つ、克服する、[受け身で]うちのめされる,14
2684,overconfident,自信過剰な,14
2685,overflow,あふれる、あふれ出ること[人・物],14
2686,overhear,ふと耳にする,14
2687,overlap,重なり合う、共通するところがある、重ね合わす、重複,14
2688,overlook,見落とす、大目に見る、見下ろす,14
2689,overnight,一晩で、一晩中、急に、突然,14
2690,overseas,海外へ［に、で],14
2691,oversee,（労働者・仕事・活動など)を監督する、を監視する,14
2692,overstate,大げさに話す、誇張する,14
2693,overtake,～に追いつく、（災難・強い感情などが）を襲う,14
2694,overthrow,倒す、崩壊させる、崩壊、打倒、転覆,14
2695,overweight,太りすぎの,14
2696,overwhelm,圧倒する、打ちのめす,14
2697,overwhelming,圧倒的な,14
2698,owe,に借金がある、に恩を受けている,14
2699,owing,のために,14
2700,own,所有している、（事実・罪など）を認める,14
2701,oxygen,酸素,14
2702,ozone,オゾン,14
2703,pace,歩調、進度,14
2704,Pacific,太平洋,14
2705,pack,詰める、包む、衣類を詰める、1箱,14
2706,packet,パッケージ、包装、袋、多額の金：パケット,14
2707,pain,苦痛、痛み、苦悩、〔～s〕骨折り,14
2708,painful,つらい、痛い,14
2709,painstaking,骨の折れる、つらい、念入りな、丹精こめた,14
2710,palace,宮殿,14
2711,pale,顔色が悪い、（色の）淡い、薄い、迫力のない,14
2712,palm,手のひら、ヤシ,14
2713,panel,(公開討論会の)出演者、パネル、専門家集団、委員会,14
2714,panic,大混乱、恐慌、をうろたえさせる、うろたえる,14
2715,pant,あえぐ、あえぎながら動く[言う]、あえぎ、息切れ,14
2716,paper,新聞、論文、レポート、証明書、紙,14
2717,paradigm,理論的枠組み,14
2718,paradox,逆説、パラドックス、矛盾,14
2719,paradoxically,逆説的に（言えば）、逆説的だが,14
2720,paragraph,段落,14
2721,parallel,平行な、類似の、類似点、平行に,14
2722,paralysis,麻痺、〔比喩的に〕麻痺（状態）,14
2723,paralyze,～を麻痺させる,14
2724,paralyzed,麻痺している,14
2725,parasite,寄生生物,14
2726,Pardon,～を許す,14
2727,parental,親の,14
2728,park,～を駐車させる,14
2729,parliament,（英国などの）議会、国会議員（団）,14
2730,part,部分、部品、役目、せりふ、分け前、分担、側、味方,14
2731,partake,参加する、（～の）性質がいくぶんある,14
2732,partial,部分的な、不公平な,14
2733,participant,参加者,14
2734,participate,参加する、関わる、加わる,14
2735,particle,（微）粒子、ほんのわずか,14
2736,particular,特定の、格別の、著しい、好みがうるさい、個々の項目,14
2737,partly,部分的に、一部には,14
2738,party,党、一行、仲間、当事者、関係者、相手方、パーティー,14
2739,pass,通過する、渡す、経過する、通る、亡くなる（away）、通行許可,14
2740,passage,通行、通路、（文章や曲の）一節、経過、通過、廊下、旅行,14
2741,passenger,乗客,14
2742,passion,情熱、熱中、激情、愛情,14
2743,passive,消極的な、受け身の、言いなりになる、おとなしい,14
2744,past,過去、過去の、ここ～（年月など）の、を過ぎて,14
2745,pastime,気晴らし、娯楽、趣味,14
2746,patch,部分、斑点、継ぎ、貼り薬,14
2747,patent,特許（権）、特許品、特許の、特許に関する、明白な,14
2748,path,小道、歩道、方針、生き方、進路,14
2749,pathetic,哀れな、救いようのない,14
2750,patient,患者、忍耐強い,14
2751,patriotic,愛国的な,14
2752,patriotism,愛国主義,14
2753,patron,後援者、パトロン、常連客,14
2754,pattern,様式、模様,14
2755,pause,（一時的に）中止する、（一瞬）立ち止まる,14
2756,pave,舗装する,14
2757,pavement,舗装、舗装道路,14
2758,pay,支払う、（注意など）を払う、報いる、割に合う、給料,14
2759,peaceful,平和（的）な,14
2760,peak,峰、頂上、最高潮,14
2761,peasant,（昔または発展途上国の）小作農,14
2762,peculiar,特有の（to）、奇妙な,14
2763,pedestrian,歩行者、歩行者用の,14
2764,peer,同僚、同等の人、凝視する,14
2765,penalty,（刑）罰、罰金、ペナルティ,14
2766,penetrate,貫く、しみ込む、広がる、見抜く、理解する、入り込む,14
2767,peninsula,半島,14
2768,pension,年金、恩給,14
2769,per,～あたり、～につき,14
2770,per capita,一人当たりの,14
2771,perceive,知覚する、気づく、理解する,14
2772,perfect,完全な、まったくの、を完成する,14
2773,perform,行う、上演する、演奏する,14
2774,performance,"実行, 業績, 演技, 演奏",14
2775,perfume,香水、（快い）香り,14
2776,perhaps,ひょっとすると、だいたい,14
2777,peril,危険,14
2778,period,期間、時期、時代、授業の時限、月経（期間）,14
2779,perish,死ぬ、滅びる、消滅する,14
2780,permanent,（半）永久的な、永続する、耐久の、常置の、終身の,14
2781,permit,許可する,14
2782,perpetual,永続的な、ひっきりなしの,14
2783,perpetuate,永続させる、不朽にする,14
2784,perplex,当惑させる、複雑にする、紛糾させる,14
2785,persecute,迫害〔虐待〕する、非常に困らせる,14
2786,perseverance,忍耐、根気強さ,14
2787,persevere,やり抜く、辛抱する,14
2788,persist,固執する、主張し続ける、～し続ける、存続する,14
2789,personal,個人的な,14
2790,personality,個性、性格、人格、独特の雰囲気、有名人,14
2791,personally,個人的に、個人的見解では、自分（自身）で,14
2792,personnel,社員、隊員、人事部,14
2793,perspective,観点、遠近法（感）、見通し,14
2794,persuade,説得する、説得して～させる,14
2795,pervade,に普及する,14
2796,pervasive,隅々に広がった、浸透する、充満する,14
2797,pessimism,悲観（主義）、悲観論,14
2798,pessimistic,悲観的な,14
2799,pesticide,殺虫剤、除草剤,14
2800,petrol,【英】ガソリン,14
2801,petroleum,石油,15
2802,petty,ささいな,15
2803,pharmacist,薬剤師,15
2804,pharmacy,薬局,15
2805,phase,段階、時期、側面、局面,15
2806,phenomenon,現象、驚くべき事（物、才能、人）,15
2807,philosopher,哲学者,15
2808,philosophy,哲学、原理、人生観、考え方,15
2809,photo,写真,15
2810,phrase,句、成句、言葉遣い,15
2811,physical,身体の、物質的な、物理学の,15
2812,physician,医師、内科医,15
2813,physiological,生理学(上)の,15
2814,pick,（花、果実などを）摘む、選ぶ,15
2815,picture,イメージ、生き写し、絵、写真、映画,15
2816,piece,（a～of…）１つの…、部品、楽曲,15
2817,pierce,貫く、刺す、身にしみる、感動させる,15
2818,pigment,色素、顔料,15
2819,pile,積み重ね、山、たくさん、積み重ねる、殺到する,15
2820,pilgrim,巡礼者,15
2821,pill,錠剤、丸薬、〔the～〕ピル、経口避妊薬,15
2822,pillar,柱、要所、中心的存在,15
2823,pin,ピンで留める、突き刺す,15
2824,pioneer,先駆者、開拓者、～を開拓する、～の先駆けとなる,15
2825,pious,信心深い、宗教的な,15
2826,piracy,著作権〔特許権〕侵害、海賊行為、違法コピー,15
2827,pitch,投げる、倒れる、縦揺れする,15
2828,pity,哀れみ、残念なこと、を気の毒に思う,15
2829,place,置く、配置する,15
2830,placebo,偽薬、プラシーボ、気休め,15
2831,plague,疫病、（害虫などの）異常発生,15
2832,plain,はっきりした、わかりやすい、質素な、簡素な、平野,15
2833,plainly,明白に、明らかに、率直に、質素に,15
2834,planet,惑星、（our～）地球,15
2835,plant,植物、工場、を植える,15
2836,plantation,農園,15
